year,Territory/Province,avg temp,avg rain
2011,NU,-9.146298788694498,18.814509803921588
2011,AB,3.0977437550362636,30.179809681423194
2011,SK,3.0303532008830056,32.310081112398635
2011,MB,3.1090452261306556,41.796210268948656
2011,ON,7.26913774973711,65.93357829282078
2011,QC,4.166254635352285,69.03405247813413
2011,NB,6.972000000000004,85.05533333333332
2011,NS,8.141506129597197,94.7911564625851
2011,PE,7.754166666666664,72.33452380952383
2011,NL,5.2378947368421045,88.55364238410591
2011,XX,9.316666666666666,67.78333333333335
2012,BC,8.592425401683228,97.22291060291056
2012,YT,-2.879878048780489,25.991160220994477
2012,NT,-4.7581497797356835,15.691450777202075
2012,NU,-9.146298788694498,18.814509803921588
2012,AB,3.0977437550362636,30.179809681423194
2012,SK,3.0303532008830056,32.310081112398635
2012,MB,3.1090452261306556,41.796210268948656
2012,ON,7.26913774973711,65.93357829282078
2012,QC,4.166254635352285,69.03405247813413
2012,NB,6.972000000000004,85.05533333333332
2012,NS,8.141506129597197,94.7911564625851
2012,PE,7.754166666666664,72.33452380952383
2012,NL,5.2378947368421045,88.55364238410591
2012,XX,9.316666666666666,67.78333333333335
2013,BC,8.592425401683228,97.22291060291056
2013,YT,-2.879878048780489,25.991160220994477
2013,NT,-4.7581497797356835,15.691450777202075
2013,NU,-9.146298788694498,18.814509803921588
2013,AB,3.0977437550362636,30.179809681423194
2013,SK,3.0303532008830056,32.310081112398635
2013,MB,3.1090452261306556,41.796210268948656
2013,ON,7.26913774973711,65.93357829282078
2013,QC,4.166254635352285,69.03405247813413
2013,NB,6.972000000000004,85.05533333333332
2013,NS,8.141506129597197,94.7911564625851
2013,PE,7.754166666666664,72.33452380952383
2013,NL,5.2378947368421045,88.55364238410591
2013,XX,9.316666666666666,67.78333333333335
2014,BC,8.592425401683228,97.22291060291056
2014,YT,-2.879878048780489,25.991160220994477
2014,NT,-4.7581497797356835,15.691450777202075
2014,NU,-9.146298788694498,18.814509803921588
2014,AB,3.0977437550362636,30.179809681423194
2014,SK,3.0303532008830056,32.310081112398635
2014,MB,3.1090452261306556,41.796210268948656
2014,ON,7.26913774973711,65.93357829282078
2014,QC,4.166254635352285,69.03405247813413
2014,NB,6.972000000000004,85.05533333333332
2014,NS,8.141506129597197,94.7911564625851
2014,PE,7.754166666666664,72.33452380952383
2014,NL,5.2378947368421045,88.55364238410591
2014,XX,9.316666666666666,67.78333333333335
2015,BC,8.592425401683228,97.22291060291056
2015,YT,-2.879878048780489,25.991160220994477
2015,NT,-4.7581497797356835,15.691450777202075
2015,NU,-9.146298788694498,18.814509803921588
2015,AB,3.0977437550362636,30.179809681423194
2015,SK,3.0303532008830056,32.310081112398635
2015,MB,3.1090452261306556,41.796210268948656
2015,ON,7.26913774973711,65.93357829282078
2015,QC,4.166254635352285,69.03405247813413
2015,NB,6.972000000000004,85.05533333333332
